,account_name,inv_horizon,inv_obj_least_imp,inv_obj_most_imp,inv_obj_some_imp,inv_obj_very_imp,investment_amt,liquidity_need,model_id,model_name,primary_fin_need,risk_profile,risk_tolerance,volatility
985,Jennifer Henderson,11 to 20 Years,0,2,0,1,689359,Over 20 Years,986,Aggressive Income Strategy 986,Estate/Legacy Planning,4,2,22.59
986,Danielle Mcdonald,Less than 2 Years,1,3,0,2,798981,11 to 20 Years,987,Capital Appreciation Strategy 987,Estate/Legacy Planning,5,2,41.22
987,Rebecca Oconnor,6 to 10 Years,2,1,3,4,95234,Less than 2 Years,988,Income Strategy 988,Retirement,2,1,17.36
988,Rebecca Butler,6 to 10 Years,3,1,4,0,814804,Over 20 Years,989,Income Strategy 989,Health Care/Long Term Care,1,0,15.73
989,Rebecca Chambers,Less than 2 Years,2,4,3,1,394230,Over 20 Years,990,Speculation Strategy 990,Health Care/Long Term Care,5,1,28.89
990,Pamela Lopez,Less than 2 Years,0,1,2,0,548812,Less than 2 Years,991,Income Strategy 991,Retirement,1,1,18.43
991,Melanie Freeman,2 to 5 Years,0,3,2,4,939960,Lump Sum,992,Capital Appreciation Strategy 992,Retirement,5,1,15.93
992,William Thomas,Less than 2 Years,4,2,0,1,233176,11 to 20 Years,993,Aggressive Income Strategy 993,Wealth Accumulation/Investment,4,2,26.1
993,Christina Gardner,Immediate,4,3,2,0,355834,Lump Sum,994,Capital Appreciation Strategy 994,Health Care/Long Term Care,4,1,28.92
994,Ashley Smith,11 to 20 Years,0,2,0,1,759301,2 to 5 Years,995,Aggressive Income Strategy 995,Estate/Legacy Planning,3,1,22.400000000000002
995,Ashley Martin,11 to 20 Years,0,4,1,2,554661,2 to 5 Years,996,Speculation Strategy 996,Major Purchase/Expense,6,1,39.42
996,Dustin Patel,Less than 2 Years,0,1,3,2,71351,Less than 2 Years,997,Income Strategy 997,Wealth Accumulation/Investment,2,1,21.01
997,Jesse Hill,11 to 20 Years,4,2,3,0,352812,Lump Sum,998,Aggressive Income Strategy 998,Education Planning,3,1,25.88
998,Emma Schneider,Less than 2 Years,0,2,3,4,650202,11 to 20 Years,999,Aggressive Income Strategy 999,Health Care/Long Term Care,4,1,36.9
999,Derek Neal,Over 20 Years,0,4,2,3,666363,Less than 2 Years,1000,Speculation Strategy 1000,Charitable,7,2,24.2
